episode,reward,loss,epsilon
0,-946.5726928710938,0.01180285681039095,0.9900000095367432
1,-635.2958984375,0.004519127309322357,0.9800999760627747
2,-248.02835083007812,0.0030193885322660208,0.9702990055084229
3,-947.6964111328125,0.002654782962054014,0.9605960249900818
4,-514.8973999023438,0.003334402572363615,0.9509900212287903
5,-675.7113647460938,0.0033536169212311506,0.9414801597595215
6,-476.25,0.003159474115818739,0.9320653676986694
7,-777.2247924804688,0.003213080344721675,0.9227446913719177
8,-921.9319458007812,0.004288644064217806,0.9135172367095947
9,-424.75360107421875,0.004084647633135319,0.904382050037384
10,-523.7582397460938,0.006285876501351595,0.895338237285614
11,-871.4577026367188,0.005937324836850166,0.8863848447799683
12,-509.36676025390625,0.005659161135554314,0.8775210380554199
13,-883.6144409179688,0.005808039102703333,0.8687458038330078
14,-711.7706298828125,0.0055848704650998116,0.8600583672523499
15,-665.5221557617188,0.0053924513049423695,0.8514577746391296
16,-837.73095703125,0.005389040801674128,0.8429431915283203
17,-653.1928100585938,0.005298360716551542,0.834513783454895
18,-394.76031494140625,0.0065567526035010815,0.8261685967445374
19,-174.90773010253906,0.006440585944801569,0.81790691614151
20,-518.037109375,0.008171342313289642,0.8097278475761414
21,-788.4783325195312,0.008027290925383568,0.8016306161880493
22,-120.23247528076172,0.009538916870951653,0.7936142683029175
23,-717.153076171875,0.009004676714539528,0.7856781482696533
24,-600.6195678710938,0.008712816052138805,0.7778213620185852
25,-585.1768188476562,0.008567746728658676,0.770043134689331
26,-207.97576904296875,0.010124041698873043,0.7623426914215088
27,-738.2932739257812,0.01008493173867464,0.7547193169593811
28,-373.6000061035156,0.008390944451093674,0.7471721172332764
29,-551.893798828125,0.008530528284609318,0.7397003769874573
30,-107.60257720947266,0.008633301593363285,0.7323033809661865
31,-340.888671875,0.009318854659795761,0.724980354309082
32,-713.9922485351562,0.00903493445366621,0.7177305221557617
33,-673.5623779296875,0.00927017256617546,0.7105532288551331
34,-677.0680541992188,0.009018685668706894,0.703447699546814
35,-485.4654541015625,0.009220771491527557,0.6964132189750671
36,-117.29845428466797,0.008148973807692528,0.6894490718841553
37,-351.4886474609375,0.008330892771482468,0.6825546026229858
38,-395.1783447265625,0.00968978088349104,0.6757290363311768
39,-446.1273193359375,0.009939474053680897,0.6689717769622803
40,-154.61546325683594,0.009439310990273952,0.6622820496559143
41,-624.2860717773438,0.009285437874495983,0.6556591987609863
42,-560.9329833984375,0.009609907865524292,0.6491026282310486
43,-619.937744140625,0.009669939056038857,0.6426116228103638
44,-631.7427978515625,0.008262017741799355,0.6361854672431946
45,-624.4567260742188,0.008406966924667358,0.629823625087738
46,-358.143310546875,0.00846400111913681,0.6235253810882568
47,-520.1824951171875,0.00815591774880886,0.6172901391983032
48,-563.89306640625,0.008902463130652905,0.6111172437667847
49,-589.781982421875,0.008815154433250427,0.6050060391426086
50,-369.2113342285156,0.009066905826330185,0.5989559888839722
51,-345.2855529785156,0.008956941775977612,0.5929664373397827
52,-347.70465087890625,0.011112350039184093,0.5870367884635925
53,-574.1195678710938,0.011145330965518951,0.5811663866043091
54,-540.9412231445312,0.009874582290649414,0.5753547549247742
55,-284.1968994140625,0.009977467358112335,0.5696011781692505
56,-592.5546264648438,0.01015863660722971,0.5639051795005798
57,-298.111328125,0.010083744302392006,0.5582661628723145
58,-547.9876098632812,0.009485357441008091,0.5526834726333618
59,-260.9408874511719,0.009584504179656506,0.5471566319465637
60,-521.47216796875,0.009364926256239414,0.5416851043701172
61,-448.9092712402344,0.009350909851491451,0.5362682342529297
62,-542.671142578125,0.00857283640652895,0.530905544757843
63,-526.273681640625,0.00856921449303627,0.5255964994430542
64,-524.3257446289062,0.009879271499812603,0.5203405022621155
65,-505.9969177246094,0.009876317344605923,0.5151371359825134
66,-303.0216369628906,0.010189184918999672,0.5099857449531555
67,-495.4056701660156,0.010245106182992458,0.5048859119415283
68,-502.5133972167969,0.009243779815733433,0.4998370409011841
69,-156.99639892578125,0.009044177830219269,0.4948386549949646
70,-138.551025390625,0.008617465384304523,0.48989027738571167
71,-460.70721435546875,0.009101317264139652,0.4849913716316223
72,-361.7541198730469,0.010795065201818943,0.48014146089553833
73,-449.9097900390625,0.010614125058054924,0.4753400385379791
74,-443.1922607421875,0.009767952375113964,0.4705866277217865
75,-250.96649169921875,0.00960313156247139,0.46588078141212463
76,-460.5051574707031,0.009651406668126583,0.46122196316719055
77,-292.9474182128906,0.009696274064481258,0.4566097557544708
78,-428.8685607910156,0.010843802243471146,0.45204365253448486
79,-413.8052978515625,0.010694518685340881,0.44752320647239685
80,-279.69122314453125,0.00953400693833828,0.44304797053337097
81,-445.5180358886719,0.009757384657859802,0.4386174976825714
82,-412.7262878417969,0.011053926311433315,0.43423134088516235
83,-204.5015411376953,0.011416628956794739,0.4298890233039856
84,-285.3013000488281,0.00811067596077919,0.4255901277065277
85,-296.2190856933594,0.008338703773915768,0.42133423686027527
86,-104.95979309082031,0.007226143963634968,0.41712087392807007
87,-385.4345397949219,0.007242737803608179,0.41294968128204346
88,-392.21185302734375,0.008752326481044292,0.40882018208503723
89,-281.5536193847656,0.008569563739001751,0.40473195910453796
90,-73.3814468383789,0.009128916077315807,0.400684654712677
91,-259.4309387207031,0.009140292182564735,0.39667779207229614
92,-270.1046447753906,0.008638107217848301,0.39271101355552673
93,-21.285566329956055,0.008800001814961433,0.38878393173217773
94,-240.291748046875,0.008598685264587402,0.38489606976509094
95,-126.0226821899414,0.008515020832419395,0.3810471296310425
96,-385.4231872558594,0.007963025942444801,0.37723663449287415
97,-346.9448547363281,0.007795378100126982,0.37346428632736206
98,-225.8463897705078,0.008265998214483261,0.3697296380996704
99,-307.7098083496094,0.007968823425471783,0.36603233218193054
100,-192.439697265625,0.008336899802088737,0.3623720109462738
101,-337.79278564453125,0.008290956728160381,0.35874828696250916
102,-62.01803970336914,0.008998156525194645,0.35516080260276794
103,-187.01339721679688,0.008481418713927269,0.3516092002391815
104,-336.81597900390625,0.00871690921485424,0.3480931222438812
105,-70.23917388916016,0.008749641478061676,0.344612181186676
106,-351.6278381347656,0.009792410768568516,0.34116604924201965
107,-65.76494598388672,0.00991664920002222,0.33775439858436584
108,-310.1242370605469,0.008757717907428741,0.33437687158584595
109,-314.54949951171875,0.008350702002644539,0.3310330808162689
110,-294.6535949707031,0.007786397822201252,0.3277227580547333
111,-155.52371215820312,0.007527199573814869,0.324445515871048
112,-233.74868774414062,0.008965193293988705,0.3212010860443115
113,-303.4649353027344,0.008868884295225143,0.3179890513420105
114,-166.9824676513672,0.007728594820946455,0.3148091733455658
115,-44.45669937133789,0.007960399612784386,0.31166109442710876
116,-264.8216552734375,0.008320551365613937,0.30854445695877075
117,-329.14947509765625,0.00810366589576006,0.30545902252197266
118,-300.40618896484375,0.007047601044178009,0.3024044334888458
119,-125.68865966796875,0.007199504878371954,0.2993803918361664
120,-290.8211364746094,0.008136671967804432,0.29638659954071045
121,-239.06134033203125,0.00815992709249258,0.29342272877693176
122,-304.9190673828125,0.008144721388816833,0.29048848152160645
123,-16.49742317199707,0.008595464751124382,0.2875836193561554
124,-110.6185531616211,0.007565370295196772,0.28470778465270996
125,-166.40927124023438,0.007630371488630772,0.28186070919036865
126,-205.11236572265625,0.007278567645698786,0.2790420949459076
127,-281.5458679199219,0.0073794834315776825,0.2762516736984253
128,-257.25567626953125,0.007898326963186264,0.2734891474246979
129,-147.06185913085938,0.0076567684300243855,0.27075424790382385
130,-58.43814468383789,0.0072228554636240005,0.26804670691490173
131,-262.8966979980469,0.007164583541452885,0.26536625623703003
132,-260.99072265625,0.006985986605286598,0.26271259784698486
133,-84.7134017944336,0.007376103661954403,0.26008546352386475
134,-72.74433135986328,0.007724939379841089,0.2574846148490906
135,-42.75979232788086,0.0076087103225290775,0.2549097537994385
136,-252.36700439453125,0.007485642563551664,0.25236067175865173
137,-204.28504943847656,0.007438205182552338,0.24983705580234528
138,-203.5262908935547,0.006286380812525749,0.2473386824131012
139,-233.29226684570312,0.00634414330124855,0.2448652982711792
140,-261.94537353515625,0.008180532604455948,0.242416650056839
141,-221.6489715576172,0.007982974871993065,0.23999248445034027
142,-206.754638671875,0.008430113084614277,0.23759254813194275
143,-214.80618286132812,0.008346696384251118,0.2352166324853897
144,-246.45875549316406,0.006919019389897585,0.23286446928977966
145,-211.430419921875,0.00682993046939373,0.2305358201265335
146,-224.9082489013672,0.007771608419716358,0.22823046147823334
147,-208.28453063964844,0.007547280751168728,0.22594815492630005
148,-230.02474975585938,0.0068750642240047455,0.22368867695331573
149,-109.42525482177734,0.00682110758498311,0.2214517891407013
150,-232.76339721679688,0.0074852341786026955,0.21923726797103882
151,-181.4314422607422,0.007476530969142914,0.2170448899269104
152,-212.53866577148438,0.007535681128501892,0.21487444639205933
153,-215.75927734375,0.007619529962539673,0.2127256989479065
154,-209.4237060546875,0.008720124140381813,0.2105984389781952
155,-56.30824661254883,0.008835947141051292,0.2084924578666687
156,-193.67474365234375,0.006269413512200117,0.20640753209590912
157,-193.14535522460938,0.006435865070670843,0.20434346795082092
158,-47.211856842041016,0.006795675028115511,0.202300027012825
159,-136.11546325683594,0.006585625931620598,0.20027703046798706
160,-73.85102844238281,0.006365044508129358,0.19827425479888916
161,-115.66700744628906,0.0066785248927772045,0.19629152119159698
162,-80.57835388183594,0.0063176630064845085,0.19432860612869263
163,-149.59278869628906,0.006702390965074301,0.19238531589508057
164,-199.37783813476562,0.006512292195111513,0.19046145677566528
165,-194.180419921875,0.006538838613778353,0.18855684995651245
166,-192.12371826171875,0.006663439329713583,0.18667127192020416
167,-36.82952117919922,0.006922489032149315,0.18480455875396729
168,-202.8810577392578,0.007214745040982962,0.1829565167427063
169,-185.99020385742188,0.007429149467498064,0.18112695217132568
170,-96.39742279052734,0.0064885313622653484,0.1793156862258911
171,-66.02680206298828,0.007147378288209438,0.17752252519130707
172,-154.50927734375,0.008429137989878654,0.17574730515480042
173,-157.79794311523438,0.008287684991955757,0.17398983240127563
174,-190.72886657714844,0.006469079293310642,0.1722499281167984
175,-220.5402069091797,0.006597860250622034,0.17052742838859558
176,-116.3402099609375,0.006890967022627592,0.16882215440273285
177,-112.73866271972656,0.006763258017599583,0.16713394224643707
178,-150.8092803955078,0.006836897227913141,0.16546259820461273
179,-107.22473907470703,0.006898846011608839,0.1638079732656479
180,-155.7417449951172,0.00754196522757411,0.16216988861560822
181,-160.9829864501953,0.007461316883563995,0.16054819524288177
182,-168.91598510742188,0.006292901933193207,0.15894271433353424
183,-60.31082534790039,0.0061720190569758415,0.15735328197479248
184,-46.60618591308594,0.006130401510745287,0.15577974915504456
185,-112.78092956542969,0.006218612659722567,0.15422195196151733
186,-157.458251953125,0.00702055636793375,0.15267972648143768
187,-152.9443359375,0.0069540319964289665,0.15115293860435486
188,-158.90721130371094,0.006563832983374596,0.14964140951633453
189,-61.25566864013672,0.00677102105692029,0.14814499020576477
190,-185.15567016601562,0.006523482967168093,0.14666354656219482
191,-91.92835235595703,0.007018138654530048,0.14519689977169037
192,-115.55464172363281,0.007646212819963694,0.14374493062496185
193,-38.476287841796875,0.007631116546690464,0.14230749011039734
194,-133.801025390625,0.007041497156023979,0.1408844143152237
195,-128.45721435546875,0.007271921262145042,0.13947556912899017
196,-143.48275756835938,0.005738993640989065,0.13808082044124603
197,-146.59226989746094,0.005539643112570047,0.13670000433921814
198,-159.71701049804688,0.005564868450164795,0.13533300161361694
199,-114.55154418945312,0.005485990550369024,0.1339796781539917
200,-152.2814483642578,0.005551240406930447,0.13263988494873047
201,-90.8921127319336,0.005757584702223539,0.1313134729862213
202,-111.52010345458984,0.006868397817015648,0.13000033795833588
203,-133.8865966796875,0.00677882693707943,0.1287003457546234
204,-136.57998657226562,0.006344671826809645,0.1274133324623108
205,-40.604122161865234,0.00639362633228302,0.12613920867443085
206,-143.53504943847656,0.0063457307405769825,0.12487781047821045
207,-164.54383850097656,0.006341742817312479,0.12362903356552124
208,-63.8773193359375,0.006026262417435646,0.12239274382591248
209,-127.9092788696289,0.005966483615338802,0.12116881459951401
210,-120.22989654541016,0.00684049678966403,0.11995712667703629
211,-63.24020767211914,0.0067400443367660046,0.11875755339860916
212,-109.09278106689453,0.0062278336845338345,0.11756998300552368
213,-87.50979614257812,0.006069905124604702,0.1163942813873291
214,-98.995361328125,0.005830948241055012,0.11523033678531647
215,-114.82577514648438,0.005912520922720432,0.11407803744077682
216,-138.27122497558594,0.0054682474583387375,0.11293725669384003
217,-61.415462493896484,0.0056230006739497185,0.11180788278579712
218,-154.44175720214844,0.006072130519896746,0.11068980395793915
219,-71.43241119384766,0.005974787753075361,0.10958290845155716
220,-101.73350524902344,0.005825642496347427,0.1084870770573616
221,-133.4180450439453,0.005993157625198364,0.10740220546722412
222,-123.68453216552734,0.006228657905012369,0.10632818192243576
223,-23.76288604736328,0.006735032424330711,0.10526490211486816
224,-91.3036117553711,0.008260131813585758,0.10421225428581238
225,-79.43517303466797,0.007864587008953094,0.10317012667655945
226,-118.83866119384766,0.006592100486159325,0.10213842988014221
227,-30.775257110595703,0.006520523224025965,0.10111704468727112
228,-65.40154266357422,0.006727821193635464,0.10010587424039841
229,-103.59896850585938,0.006427092477679253,0.09910481423139572
230,-71.21392059326172,0.006174930837005377,0.0981137678027153
231,-79.1778335571289,0.0068996925838291645,0.09713263064622879
232,-15.943299293518066,0.007012658286839724,0.09616130590438843
233,-120.73092651367188,0.007443200796842575,0.09519968926906586
234,-76.96855926513672,0.00643874378874898,0.09424769133329391
235,-76.05154418945312,0.006501791533082724,0.09330521523952484
236,-110.89690399169922,0.006070523057132959,0.09237216413021088
237,-30.097938537597656,0.005839046556502581,0.09144844114780426
238,-24.60979461669922,0.005981522612273693,0.09053395688533783
239,-41.83195877075195,0.005847500171512365,0.08962862193584442
240,-108.19278717041016,0.006152808666229248,0.08873233199119568
241,-92.98298645019531,0.005822145380079746,0.08784501254558563
242,-72.32918548583984,0.00551607133820653,0.08696655929088593
243,-80.32710266113281,0.005820040125399828,0.08609689027070999
244,-93.21082305908203,0.005778938997536898,0.08523592352867126
245,-119.04742431640625,0.005917396862059832,0.08438356220722198
246,-111.5273208618164,0.005922475829720497,0.08353973180055618
247,-32.3912353515625,0.005649874452501535,0.0827043354511261
248,-97.66288757324219,0.0051691909320652485,0.08187729120254517
249,-120.11649322509766,0.005228272173553705,0.08105851709842682
250,-31.63401985168457,0.004532177466899157,0.08024793118238449
251,-121.13814544677734,0.004838793072849512,0.07944545149803162
252,-108.3726806640625,0.005718820262700319,0.07865099608898163
253,-61.70008850097656,0.005878504831343889,0.07786449044942856
254,-71.45824432373047,0.0051874336786568165,0.07708584517240524
255,-86.73247528076172,0.005084846634417772,0.07631498575210571
256,-117.14794158935547,0.0050597828812897205,0.075551837682724
257,-59.45669937133789,0.005085998680442572,0.07479631900787354
258,-111.30000305175781,0.005214644595980644,0.07404835522174835
259,-107.43762969970703,0.005365561693906784,0.07330787181854248
260,-101.54639434814453,0.005111530423164368,0.07257478684186935
261,-104.96598052978516,0.005033224355429411,0.0718490406870842
262,-53.7520637512207,0.005086303222924471,0.07113055139780045
263,-119.1685562133789,0.005193857941776514,0.07041924446821213
264,-109.5768051147461,0.004714683163911104,0.06971505284309387
265,-100.97525787353516,0.004576198291033506,0.06901790201663971
266,-92.55857849121094,0.005391768179833889,0.06832772493362427
267,-77.44329833984375,0.005705323535948992,0.06764444708824158
268,-88.90258026123047,0.0050429184921085835,0.06696800142526627
269,-83.94226837158203,0.004951058886945248,0.06629832088947296
270,-61.296905517578125,0.005465020425617695,0.06563533842563629
271,-115.0477294921875,0.0055463057942688465,0.06497898697853088
272,-101.6592788696289,0.004895053803920746,0.06432919949293137
273,-94.59638977050781,0.005199049133807421,0.06368590146303177
274,-74.88255310058594,0.00497085927054286,0.06304904818534851
275,-50.722164154052734,0.004761802032589912,0.06241855397820473
276,-110.64639282226562,0.005004202947020531,0.06179437041282654
277,-99.37628936767578,0.005121639464050531,0.06117642670869827
278,-57.24072265625,0.004899698309600353,0.06056465953588486
279,-92.65518951416016,0.004700047895312309,0.059959013015031815
280,-105.47834777832031,0.005268058739602566,0.05935942381620407
281,-34.734535217285156,0.0056388103403151035,0.05876582860946655
282,-39.69587707519531,0.005059950519353151,0.05817817151546478
283,-68.01288604736328,0.00506924744695425,0.05759638920426369
284,-13.96597957611084,0.004453688859939575,0.05702042579650879
285,-71.60773468017578,0.0046288794837892056,0.05645022168755531
286,-32.13969039916992,0.005137571133673191,0.05588572099804878
287,-42.79381561279297,0.004945313557982445,0.05532686412334442
288,-92.58660125732422,0.005215602461248636,0.05477359518408775
289,-49.194122314453125,0.005304023157805204,0.0542258583009243
290,-10.3773193359375,0.005235261283814907,0.053683601319789886
291,-17.00412368774414,0.005296546034514904,0.053146764636039734
292,-101.50824737548828,0.005593424662947655,0.052615296095609665
293,-84.67216491699219,0.005638595670461655,0.0520891435444355
294,-11.039690971374512,0.005439565517008305,0.051568251103162766
295,-72.52938079833984,0.00569278746843338,0.05105257034301758
296,-51.40824890136719,0.005307587329298258,0.050542041659355164
297,-73.22164916992188,0.005434808321297169,0.05003662407398224
298,-83.32061767578125,0.004899227526038885,0.05000000074505806
299,-83.46701049804688,0.004807698540389538,0.05000000074505806
300,-89.56649780273438,0.004851221572607756,0.05000000074505806
301,-46.588661193847656,0.0047524068504571915,0.05000000074505806
302,-65.99897003173828,0.005365427583456039,0.05000000074505806
303,-69.31597900390625,0.004791552666574717,0.05000000074505806
304,-31.511341094970703,0.004808647558093071,0.05000000074505806
305,-89.67680358886719,0.00490106176584959,0.05000000074505806
306,-36.75927734375,0.0057893735356628895,0.05000000074505806
307,-38.664432525634766,0.005620007868856192,0.05000000074505806
308,-47.76803970336914,0.004978267475962639,0.05000000074505806
309,-80.11288452148438,0.005231802351772785,0.05000000074505806
310,-39.344329833984375,0.004790225066244602,0.05000000074505806
311,-99.15103149414062,0.005022339057177305,0.05000000074505806
312,-32.54381561279297,0.004836801439523697,0.05000000074505806
313,-49.32783508300781,0.005017085000872612,0.05000000074505806
314,-81.63969421386719,0.004718070384114981,0.05000000074505806
315,-73.00711059570312,0.005029752850532532,0.05000000074505806
316,-4.344845294952393,0.005428890697658062,0.05000000074505806
317,-90.07422637939453,0.005611369386315346,0.05000000074505806
318,-21.44329833984375,0.004163629841059446,0.05000000074505806
319,-88.12422943115234,0.004402330610901117,0.05000000074505806
320,-91.36030578613281,0.005137716419994831,0.05000000074505806
321,-3.411855697631836,0.0064641800709068775,0.05000000074505806
322,-59.301029205322266,0.0044425600208342075,0.05000000074505806
323,-93.87319946289062,0.00452370336279273,0.05000000074505806
324,-19.8103084564209,0.00454653799533844,0.05000000074505806
325,-95.28968811035156,0.0047554997727274895,0.05000000074505806
326,-44.25824737548828,0.004318494815379381,0.05000000074505806
327,-83.62600708007812,0.004542386159300804,0.05000000074505806
328,-47.698970794677734,0.005362538620829582,0.05000000074505806
329,-83.87371063232422,0.005390738602727652,0.05000000074505806
330,-85.64639282226562,0.004257564432919025,0.05000000074505806
331,-26.786598205566406,0.004412575159221888,0.05000000074505806
332,-71.6500015258789,0.0054044099524617195,0.05000000074505806
333,-34.12886428833008,0.005228423047810793,0.05000000074505806
334,-50.296390533447266,0.004952600225806236,0.05000000074505806
335,-61.9840202331543,0.004919606260955334,0.05000000074505806
336,-28.467525482177734,0.005372455343604088,0.05000000074505806
337,-101.36701202392578,0.005360751878470182,0.05000000074505806
338,-83.16597747802734,0.004828908015042543,0.05000000074505806
339,-74.44381713867188,0.004856176674365997,0.05000000074505806
340,-50.523712158203125,0.005155002698302269,0.05000000074505806
341,-73.9000015258789,0.004851495381444693,0.05000000074505806
342,-72.7819595336914,0.005017351359128952,0.05000000074505806
343,-85.44999694824219,0.00501479534432292,0.05000000074505806
344,-95.46031188964844,0.004246584139764309,0.05000000074505806
345,-33.986083984375,0.004063066095113754,0.05000000074505806
346,-85.07319641113281,0.004943697713315487,0.05000000074505806
347,-75.26185607910156,0.0049669560976326466,0.05000000074505806
348,-100.44226837158203,0.004368797410279512,0.05000000074505806
349,-88.46082305908203,0.0043181972578167915,0.05000000074505806
350,-62.122379302978516,0.004998980090022087,0.05000000074505806
351,-6.086597919464111,0.005057197529822588,0.05000000074505806
352,-83.29278564453125,0.005210752598941326,0.05000000074505806
353,-100.59226989746094,0.005167226307094097,0.05000000074505806
354,-22.219587326049805,0.004890629556030035,0.05000000074505806
355,-92.65747833251953,0.0046911174431443214,0.05000000074505806
356,-101.58222198486328,0.005127371288836002,0.05000000074505806
357,-80.79175567626953,0.004931015428155661,0.05000000074505806
358,-56.8793830871582,0.0048388950526714325,0.05000000074505806
359,-100.69381713867188,0.004862547852098942,0.05000000074505806
360,-85.82010650634766,0.003989201504737139,0.05000000074505806
361,-64.75618743896484,0.004007094539701939,0.05000000074505806
362,-66.53865814208984,0.00456644594669342,0.05000000074505806
363,-30.855154037475586,0.0046139913611114025,0.05000000074505806
364,-34.703094482421875,0.005131953861564398,0.05000000074505806
365,-11.21804141998291,0.005489078816026449,0.05000000074505806
366,-7.774226665496826,0.005359761416912079,0.05000000074505806
367,-15.15051555633545,0.005345161072909832,0.05000000074505806
368,-37.89896774291992,0.0059140524826943874,0.05000000074505806
369,-111.42422485351562,0.006052452605217695,0.05000000074505806
370,-74.51030731201172,0.006197362206876278,0.05000000074505806
371,-33.6273193359375,0.006279520224779844,0.05000000074505806
372,-95.9726791381836,0.005653607193380594,0.05000000074505806
373,-21.198453903198242,0.005509281996637583,0.05000000074505806
374,-74.86907196044922,0.005865111947059631,0.05000000074505806
375,-41.726287841796875,0.005747276358306408,0.05000000074505806
376,-70.73917388916016,0.005106904543936253,0.05000000074505806
377,-100.63350677490234,0.0049706874415278435,0.05000000074505806
378,-57.71082305908203,0.0048560877330601215,0.05000000074505806
379,-82.04071807861328,0.004914376884698868,0.05000000074505806
380,-91.03401947021484,0.00434449827298522,0.05000000074505806
381,-41.20515441894531,0.004163417033851147,0.05000000074505806
382,-94.83247375488281,0.004685116931796074,0.05000000074505806
383,-58.395877838134766,0.004782991949468851,0.05000000074505806
384,-77.85621643066406,0.004209186881780624,0.05000000074505806
385,-79.39484405517578,0.004314481280744076,0.05000000074505806
386,-47.17422866821289,0.00463893823325634,0.05000000074505806
387,-49.39484405517578,0.0048142485320568085,0.05000000074505806
388,-91.1505126953125,0.004868464544415474,0.05000000074505806
389,-79.84638977050781,0.0045112427324056625,0.05000000074505806
390,-35.366493225097656,0.004196152091026306,0.05000000074505806
391,-44.72422790527344,0.004209437407553196,0.05000000074505806
392,-40.44329833984375,0.004489600192755461,0.05000000074505806
393,-38.633506774902344,0.004367579706013203,0.05000000074505806
394,-41.953609466552734,0.004099829122424126,0.05000000074505806
395,-49.778629302978516,0.004441609140485525,0.05000000074505806
396,-86.22628784179688,0.003923683427274227,0.05000000074505806
397,-43.66237258911133,0.004145716316998005,0.05000000074505806
398,-58.36907196044922,0.004475774243474007,0.05000000074505806
399,-47.353092193603516,0.004431704990565777,0.05000000074505806
400,-57.892356872558594,0.004276130814105272,0.05000000074505806
